participant,trial_number,evaluation_stimulus,trial_type,left_stimulus,right_stimulus,evaluation_response_indicating_CS1_preferred
239,1,stimuli/evaluation_stimuli_filler_11.jpg,filler,t,f,None
239,2,stimuli/evaluation_stimuli_filler_13.jpg,filler,t,t,None
239,3,stimuli/evaluation_stimuli_CS_5.jpg,CS,CS2,t,i
239,4,stimuli/evaluation_stimuli_filler_10.jpg,filler,t,t,None
239,5,stimuli/evaluation_stimuli_filler_12.jpg,filler,t,t,None
239,6,stimuli/evaluation_stimuli_CS_6.jpg,CS,CS2,t,i
239,7,stimuli/evaluation_stimuli_filler_8.jpg,filler,t,f,None
239,8,stimuli/evaluation_stimuli_filler_6.jpg,filler,f,t,None
239,9,stimuli/evaluation_stimuli_CS_1.jpg,CS,CS1,CS2,e
239,10,stimuli/evaluation_stimuli_filler_9.jpg,filler,t,t,None
239,11,stimuli/evaluation_stimuli_filler_14.jpg,filler,t,t,None
239,12,stimuli/evaluation_stimuli_CS_9.jpg,CS,t,CS1,i
239,13,stimuli/evaluation_stimuli_filler_1.jpg,filler,f,t,None
239,14,stimuli/evaluation_stimuli_filler_16.jpg,filler,t,t,None
239,15,stimuli/evaluation_stimuli_CS_7.jpg,CS,f,CS2,e
239,16,stimuli/evaluation_stimuli_filler_3.jpg,filler,f,t,None
239,17,stimuli/evaluation_stimuli_filler_5.jpg,filler,f,t,None
239,18,stimuli/evaluation_stimuli_CS_2.jpg,CS,CS1,f,e
239,19,stimuli/evaluation_stimuli_filler_19.jpg,filler,t,t,None
239,20,stimuli/evaluation_stimuli_filler_17.jpg,filler,t,t,None
239,21,stimuli/evaluation_stimuli_CS_3.jpg,CS,CS1,t,e
239,22,stimuli/evaluation_stimuli_filler_20.jpg,filler,t,t,None
239,23,stimuli/evaluation_stimuli_filler_7.jpg,filler,t,f,None
239,24,stimuli/evaluation_stimuli_CS_4.jpg,CS,CS2,CS1,i
239,25,stimuli/evaluation_stimuli_filler_18.jpg,filler,t,f,None
239,26,stimuli/evaluation_stimuli_filler_4.jpg,filler,f,f,None
239,27,stimuli/evaluation_stimuli_CS_8.jpg,CS,t,CS1,i
239,28,stimuli/evaluation_stimuli_filler_2.jpg,filler,f,t,None
239,29,stimuli/evaluation_stimuli_filler_15.jpg,filler,t,f,None
239,30,stimuli/evaluation_stimuli_CS_10.jpg,CS,t,CS2,e
