participant,trial_number,evaluation_stimulus,trial_type,left_stimulus,right_stimulus,evaluation_response_indicating_CS1_preferred
200,1,stimuli/evaluation_stimuli_filler_17.jpg,filler,t,t,None
200,2,stimuli/evaluation_stimuli_filler_5.jpg,filler,f,t,None
200,3,stimuli/evaluation_stimuli_CS_1.jpg,CS,CS1,CS2,e
200,4,stimuli/evaluation_stimuli_filler_19.jpg,filler,t,t,None
200,5,stimuli/evaluation_stimuli_filler_15.jpg,filler,t,f,None
200,6,stimuli/evaluation_stimuli_CS_2.jpg,CS,CS1,f,e
200,7,stimuli/evaluation_stimuli_filler_8.jpg,filler,t,f,None
200,8,stimuli/evaluation_stimuli_filler_3.jpg,filler,f,t,None
200,9,stimuli/evaluation_stimuli_CS_6.jpg,CS,CS2,t,i
200,10,stimuli/evaluation_stimuli_filler_12.jpg,filler,t,t,None
200,11,stimuli/evaluation_stimuli_filler_2.jpg,filler,f,t,None
200,12,stimuli/evaluation_stimuli_CS_10.jpg,CS,t,CS2,e
200,13,stimuli/evaluation_stimuli_filler_10.jpg,filler,t,t,None
200,14,stimuli/evaluation_stimuli_filler_14.jpg,filler,t,t,None
200,15,stimuli/evaluation_stimuli_CS_7.jpg,CS,f,CS2,e
200,16,stimuli/evaluation_stimuli_filler_9.jpg,filler,t,t,None
200,17,stimuli/evaluation_stimuli_filler_6.jpg,filler,f,t,None
200,18,stimuli/evaluation_stimuli_CS_4.jpg,CS,CS2,CS1,i
200,19,stimuli/evaluation_stimuli_filler_4.jpg,filler,f,f,None
200,20,stimuli/evaluation_stimuli_filler_11.jpg,filler,t,f,None
200,21,stimuli/evaluation_stimuli_CS_8.jpg,CS,t,CS1,i
200,22,stimuli/evaluation_stimuli_filler_1.jpg,filler,f,t,None
200,23,stimuli/evaluation_stimuli_filler_7.jpg,filler,t,f,None
200,24,stimuli/evaluation_stimuli_CS_5.jpg,CS,CS2,t,i
200,25,stimuli/evaluation_stimuli_filler_18.jpg,filler,t,f,None
200,26,stimuli/evaluation_stimuli_filler_20.jpg,filler,t,t,None
200,27,stimuli/evaluation_stimuli_CS_3.jpg,CS,CS1,t,e
200,28,stimuli/evaluation_stimuli_filler_16.jpg,filler,t,t,None
200,29,stimuli/evaluation_stimuli_filler_13.jpg,filler,t,t,None
200,30,stimuli/evaluation_stimuli_CS_9.jpg,CS,t,CS1,i
