participant,trial_number,stimulus,trial_type,target_trial,surveillance_correct_response
160,1,stimuli/filler48.jpg,filler,FALSE,None
160,2,stimuli/filler15.jpg,filler,FALSE,None
160,3,stimuli/filler39.jpg,filler,FALSE,None
160,4,stimuli/filler49.jpg,filler,FALSE,None
160,5,stimuli/target2_4.jpg,target,TRUE,space
160,6,stimuli/filler26.jpg,filler,FALSE,None
160,7,stimuli/filler23.jpg,filler,FALSE,None
160,8,stimuli/filler24.jpg,filler,FALSE,None
160,9,stimuli/filler40.jpg,filler,FALSE,None
160,10,stimuli/blank.jpg,blank,FALSE,None
160,11,stimuli/cs1_neg12.jpg,CSUS,FALSE,None
160,12,stimuli/blank.jpg,blank,FALSE,None
160,13,stimuli/filler21.jpg,filler,FALSE,None
160,14,stimuli/target2_9.jpg,target,TRUE,space
160,15,stimuli/filler10.jpg,filler,FALSE,None
160,16,stimuli/filler41.jpg,filler,FALSE,None
160,17,stimuli/target2_3.jpg,target,TRUE,space
160,18,stimuli/filler8.jpg,filler,FALSE,None
160,19,stimuli/filler38.jpg,filler,FALSE,None
160,20,stimuli/blank.jpg,blank,FALSE,None
160,21,stimuli/cs2_pos17.jpg,CSUS,FALSE,None
160,22,stimuli/blank.jpg,blank,FALSE,None
160,23,stimuli/target2_5.jpg,target,TRUE,space
160,24,stimuli/filler50.jpg,filler,FALSE,None
160,25,stimuli/filler1.jpg,filler,FALSE,None
160,26,stimuli/filler34.jpg,filler,FALSE,None
160,27,stimuli/filler13.jpg,filler,FALSE,None
160,28,stimuli/filler18.jpg,filler,FALSE,None
160,29,stimuli/filler33.jpg,filler,FALSE,None
160,30,stimuli/blank.jpg,blank,FALSE,None
160,31,stimuli/cs1_neg10.jpg,CSUS,FALSE,None
160,32,stimuli/blank.jpg,blank,FALSE,None
160,33,stimuli/filler3.jpg,filler,FALSE,None
160,34,stimuli/target2_8.jpg,target,TRUE,space
160,35,stimuli/filler17.jpg,filler,FALSE,None
160,36,stimuli/filler47.jpg,filler,FALSE,None
160,37,stimuli/filler7.jpg,filler,FALSE,None
160,38,stimuli/filler20.jpg,filler,FALSE,None
160,39,stimuli/filler42.jpg,filler,FALSE,None
160,40,stimuli/blank.jpg,blank,FALSE,None
160,41,stimuli/cs2_pos11.jpg,CSUS,FALSE,None
160,42,stimuli/blank.jpg,blank,FALSE,None
160,43,stimuli/filler46.jpg,filler,FALSE,None
160,44,stimuli/filler5.jpg,filler,FALSE,None
160,45,stimuli/filler45.jpg,filler,FALSE,None
160,46,stimuli/filler43.jpg,filler,FALSE,None
160,47,stimuli/filler25.jpg,filler,FALSE,None
160,48,stimuli/filler31.jpg,filler,FALSE,None
160,49,stimuli/filler19.jpg,filler,FALSE,None
160,50,stimuli/blank.jpg,blank,FALSE,None
160,51,stimuli/cs1_neg4.jpg,CSUS,FALSE,None
160,52,stimuli/blank.jpg,blank,FALSE,None
160,53,stimuli/target2_1.jpg,target,TRUE,space
160,54,stimuli/filler29.jpg,filler,FALSE,None
160,55,stimuli/filler9.jpg,filler,FALSE,None
160,56,stimuli/filler2.jpg,filler,FALSE,None
160,57,stimuli/filler16.jpg,filler,FALSE,None
160,58,stimuli/filler28.jpg,filler,FALSE,None
160,59,stimuli/filler44.jpg,filler,FALSE,None
160,60,stimuli/blank.jpg,blank,FALSE,None
160,61,stimuli/cs2_pos5.jpg,CSUS,FALSE,None
160,62,stimuli/blank.jpg,blank,FALSE,None
160,63,stimuli/filler6.jpg,filler,FALSE,None
160,64,stimuli/filler36.jpg,filler,FALSE,None
160,65,stimuli/target2_10.jpg,target,TRUE,space
160,66,stimuli/filler52.jpg,filler,FALSE,None
160,67,stimuli/filler14.jpg,filler,FALSE,None
160,68,stimuli/filler27.jpg,filler,FALSE,None
160,69,stimuli/filler11.jpg,filler,FALSE,None
160,70,stimuli/blank.jpg,blank,FALSE,None
160,71,stimuli/cs1_neg7.jpg,CSUS,FALSE,None
160,72,stimuli/blank.jpg,blank,FALSE,None
160,73,stimuli/filler22.jpg,filler,FALSE,None
160,74,stimuli/filler37.jpg,filler,FALSE,None
160,75,stimuli/filler12.jpg,filler,FALSE,None
160,76,stimuli/target2_6.jpg,target,TRUE,space
160,77,stimuli/filler30.jpg,filler,FALSE,None
160,78,stimuli/filler4.jpg,filler,FALSE,None
160,79,stimuli/filler32.jpg,filler,FALSE,None
160,80,stimuli/blank.jpg,blank,FALSE,None
160,81,stimuli/cs2_pos12.jpg,CSUS,FALSE,None
160,82,stimuli/blank.jpg,blank,FALSE,None
160,83,stimuli/filler51.jpg,filler,FALSE,None
160,84,stimuli/filler35.jpg,filler,FALSE,None
160,85,stimuli/target2_7.jpg,target,TRUE,space
160,86,stimuli/target2_2.jpg,target,TRUE,space
