participant,trial_number,evaluation_stimulus,trial_type,left_stimulus,right_stimulus,evaluation_response_indicating_CS1_preferred
106,1,stimuli/evaluation_stimuli_filler_10.jpg,filler,t,t,None
106,2,stimuli/evaluation_stimuli_filler_20.jpg,filler,t,t,None
106,3,stimuli/evaluation_stimuli_CS_8.jpg,CS,t,CS1,i
106,4,stimuli/evaluation_stimuli_filler_2.jpg,filler,f,t,None
106,5,stimuli/evaluation_stimuli_filler_11.jpg,filler,t,f,None
106,6,stimuli/evaluation_stimuli_CS_2.jpg,CS,CS1,f,e
106,7,stimuli/evaluation_stimuli_filler_18.jpg,filler,t,f,None
106,8,stimuli/evaluation_stimuli_filler_13.jpg,filler,t,t,None
106,9,stimuli/evaluation_stimuli_CS_4.jpg,CS,CS2,CS1,i
106,10,stimuli/evaluation_stimuli_filler_8.jpg,filler,t,f,None
106,11,stimuli/evaluation_stimuli_filler_9.jpg,filler,t,t,None
106,12,stimuli/evaluation_stimuli_CS_5.jpg,CS,CS2,t,i
106,13,stimuli/evaluation_stimuli_filler_6.jpg,filler,f,t,None
106,14,stimuli/evaluation_stimuli_filler_14.jpg,filler,t,t,None
106,15,stimuli/evaluation_stimuli_CS_10.jpg,CS,t,CS2,e
106,16,stimuli/evaluation_stimuli_filler_5.jpg,filler,f,t,None
106,17,stimuli/evaluation_stimuli_filler_7.jpg,filler,t,f,None
106,18,stimuli/evaluation_stimuli_CS_9.jpg,CS,t,CS1,i
106,19,stimuli/evaluation_stimuli_filler_1.jpg,filler,f,t,None
106,20,stimuli/evaluation_stimuli_filler_17.jpg,filler,t,t,None
106,21,stimuli/evaluation_stimuli_CS_7.jpg,CS,f,CS2,e
106,22,stimuli/evaluation_stimuli_filler_12.jpg,filler,t,t,None
106,23,stimuli/evaluation_stimuli_filler_4.jpg,filler,f,f,None
106,24,stimuli/evaluation_stimuli_CS_1.jpg,CS,CS1,CS2,e
106,25,stimuli/evaluation_stimuli_filler_19.jpg,filler,t,t,None
106,26,stimuli/evaluation_stimuli_filler_15.jpg,filler,t,f,None
106,27,stimuli/evaluation_stimuli_CS_3.jpg,CS,CS1,t,e
106,28,stimuli/evaluation_stimuli_filler_3.jpg,filler,f,t,None
106,29,stimuli/evaluation_stimuli_filler_16.jpg,filler,t,t,None
106,30,stimuli/evaluation_stimuli_CS_6.jpg,CS,CS2,t,i
